id,c,treated,mediator,event
1998,0.79715,0,0,0
1999,-0.979616,0,1,0
2000,2.289615,1,1,1
2001,-0.610224,1,1,1
2002,0.672562,0,1,1
2003,-0.462371,0,1,0
2004,-0.591324,1,0,0
2005,1.061326,0,0,1
2006,-0.701594,0,0,0
2007,-0.631048,0,1,1
2008,-0.891335,0,1,0
2009,-0.221542,0,0,0
2010,0.88509,0,1,0
2011,-0.313814,0,0,1
2012,0.722502,1,1,1
2013,-1.225228,0,0,0
2014,-0.996878,0,1,0
2015,-1.236149,0,0,0
2016,0.560833,0,1,1
2017,-2.167237,0,0,0
2018,-0.654589,1,0,0
2019,-0.03315,0,1,1
2020,-1.584829,0,1,1
2021,-0.262881,0,0,0
2022,0.047848,0,1,0
2023,-0.824692,0,1,0
2024,0.712915,1,1,1
2025,0.191694,0,1,0
2026,-1.04617,0,1,0
2027,-0.736101,0,0,0
2028,0.051242,1,0,0
2029,1.637175,1,1,1
2030,-0.921494,0,0,0
2031,1.121755,0,1,0
2032,-1.958007,0,0,0
2033,0.146514,1,0,1
2034,0.489319,1,1,1
2035,-0.117335,0,1,0
2036,0.512614,0,1,1
2037,-1.342792,1,1,1
2038,-0.526527,1,0,0
2039,0.147096,0,1,0
2040,-0.35022,0,0,0
2041,-0.26909,0,0,0
2042,-0.432389,1,1,0
2043,-0.545704,1,1,1
2044,0.13091,1,0,0
2045,-1.438602,0,0,0
2046,0.683519,1,0,0
2047,-2.045521,0,1,0
2048,0.322971,1,1,1
2049,-1.005632,1,0,0
2050,-0.578001,0,0,0
2051,-1.108233,0,1,0
2052,0.012772,1,1,0
2053,0.078744,1,1,0
2054,-0.736171,0,1,1
2055,0.410844,1,0,0
2056,-0.39802,0,0,0
2057,-0.068278,1,0,0
2058,-1.740201,0,1,0
2059,1.207438,0,1,1
2060,-0.90104,0,0,0
2061,0.307323,1,0,1
2062,-0.640831,0,0,0
2063,-0.270692,1,1,0
2064,0.788998,1,1,0
2065,-0.394231,0,1,0
2066,-1.00104,0,0,0
2067,-2.067187,0,1,0
2068,-1.359061,0,1,0
2069,0.335374,0,1,0
2070,0.42741,0,1,0
2071,-0.38988,0,0,0
2072,0.367512,0,0,0
2073,-0.273405,0,0,1
2074,-1.797847,0,0,0
2075,-0.952427,1,1,0
2076,-1.362948,0,0,1
2077,-1.244818,0,0,0
2078,-0.829755,1,1,1
2079,-0.478727,0,0,0
2080,0.816423,0,0,0
2081,1.334102,0,0,0
2082,1.678047,1,1,1
2083,0.160914,0,0,0
2084,-0.058636,1,0,0
2085,-1.714677,0,0,0
2086,-1.586099,0,0,0
2087,0.75626,1,1,0
2088,-0.472475,0,1,0
2089,-0.272082,0,0,0
2090,0.523636,1,1,1
2091,-1.42417,0,1,1
2092,1.119859,1,0,0
2093,0.770216,1,1,1
2094,0.497076,0,0,0
2095,1.651884,1,0,1
2096,-0.885127,1,0,0
2097,1.331673,0,1,0
2098,0.827261,1,1,1
2099,-0.294224,1,1,1
2100,-2.330723,0,0,0
2101,0.957587,1,1,0
2102,-0.344166,1,1,0
2103,0.315674,0,0,1
2104,0.711219,1,1,1
2105,-0.573198,0,0,0
2106,0.631436,1,1,0
2107,1.910731,0,1,1
2108,-0.993778,1,1,1
2109,-1.214426,0,0,0
2110,0.113731,1,0,0
2111,-1.32707,0,1,1
2112,-1.226031,1,0,0
2113,1.269336,0,1,1
2114,1.519492,1,1,1
2115,0.448161,0,1,0
2116,0.878679,1,1,0
2117,0.225456,1,0,1
2118,2.473774,0,0,0
2119,-0.509336,0,0,0
2120,2.204987,1,1,1
2121,-0.296335,1,0,0
2122,-0.099259,0,1,0
2123,0.901498,0,0,0
2124,-0.174112,0,0,0
2125,0.924141,1,1,1
2126,-0.74197,0,0,0
2127,-0.69458,0,0,0
2128,0.503098,1,1,0
2129,-1.205144,0,1,0
2130,-0.562107,0,1,0
2131,-0.103081,0,0,0
2132,-0.13156,0,0,0
2133,0.3172,1,1,0
2134,-0.077349,1,0,0
2135,0.379201,0,1,1
2136,0.921546,0,0,0
2137,-1.301841,0,1,0
2138,-1.791759,1,0,0
2139,-0.648895,0,0,0
2140,-0.502579,0,0,0
2141,0.787028,0,1,1
2142,0.597058,0,0,1
2143,-1.223478,0,0,0
2144,0.297151,1,1,0
2145,0.610841,0,1,1
2146,-1.170549,0,1,0
2147,-0.283656,0,0,0
2148,0.413293,0,0,0
2149,-0.071468,0,1,0
2150,-1.202091,1,0,0
2151,0.225084,0,1,1
2152,-0.776806,0,0,0
2153,2.08318,0,1,1
2154,0.421867,1,1,0
2155,0.854745,1,0,1
2156,-0.117144,1,1,1
2157,1.159832,0,1,1
2158,0.75075,1,0,0
2159,-0.328627,0,0,0
2160,-0.612672,1,1,0
2161,0.556302,1,1,1
2162,-1.091338,0,0,0
2163,0.636386,0,0,1
2164,0.072435,1,0,0
2165,0.680553,0,0,0
2166,-0.132068,0,0,0
2167,-1.045291,0,1,0
2168,-1.14005,1,1,1
2169,0.505814,1,1,1
2170,-0.747072,0,0,0
2171,0.42066,0,1,1
2172,0.383562,1,1,1
2173,-1.220551,1,0,0
2174,0.507187,1,1,1
2175,-0.362434,1,0,0
2176,0.812773,1,1,0
2177,0.934534,1,0,1
2178,-0.335357,0,0,0
2179,-0.333414,0,0,0
2180,-0.585233,0,1,1
2181,2.047873,1,1,1
2182,-0.395071,0,0,0
2183,0.080492,1,1,1
2184,-0.359133,0,0,1
2185,0.097146,1,1,1
2186,-0.40508,0,0,0
2187,0.300843,1,1,1
2188,-1.111604,1,0,0
2189,0.657791,0,0,1
2190,-0.050147,1,1,0
2191,-0.810033,0,0,0
2192,-1.25141,0,0,0
2193,-0.656937,1,1,0
2194,-1.04664,1,1,1
2195,0.030868,1,1,1
2196,-0.063306,1,1,1
2197,-0.302552,1,0,0
2198,-0.80578,0,0,0
2199,-1.202938,0,1,1
2200,0.705435,0,0,0
2201,1.069373,0,0,0
2202,0.438367,0,0,0
2203,1.384669,1,1,1
2204,1.093592,1,0,1
2205,0.032808,0,0,0
2206,0.294293,1,0,0
2207,-1.989234,0,0,0
2208,0.603313,0,0,0
2209,-0.658577,0,0,0
2210,-0.946328,0,0,0
2211,-1.481499,0,1,0
2212,0.78125,1,0,0
2213,-0.078845,1,1,0
2214,-0.689167,0,0,0
2215,-0.118877,0,1,1
2216,0.98674,1,1,1
2217,-1.506124,0,0,0
2218,-1.725228,0,0,0
2219,1.314454,0,0,0
2220,-0.236865,1,1,1
2221,1.771102,1,1,1
2222,1.144306,0,0,1
2223,0.910272,1,0,1
2224,-0.186655,0,0,0
2225,0.148219,0,1,0
2226,-1.457868,0,0,1
2227,1.740952,1,1,0
2228,-1.078978,1,0,1
2229,-0.208878,0,0,0
2230,0.128802,0,0,0
2231,-2.177689,0,1,1
2232,-0.99505,0,0,0
2233,0.821987,0,1,1
2234,0.167673,0,0,0
2235,-1.756613,1,0,0
2236,-0.544365,0,1,0
2237,-0.280789,0,0,1
2238,-0.698991,0,1,0
2239,-1.626549,1,0,0
2240,-1.738042,0,1,0
2241,-0.956384,1,0,0
2242,0.719572,1,1,1
2243,-0.726279,0,0,0
2244,-0.346514,0,1,0
2245,-1.996558,1,0,0
2246,0.10692,0,1,0
2247,0.612979,1,1,1
2248,-0.845467,0,1,0
2249,-1.72985,0,1,0
2250,-0.835476,0,0,0
2251,-0.569426,1,1,0
2252,-1.493333,0,1,0
2253,0.920224,1,1,1
2254,0.978394,0,1,0
2255,-0.045461,0,0,0
2256,2.346107,1,0,1
2257,-0.633313,0,0,0
2258,0.022258,0,0,0
2259,1.470125,1,0,0
2260,0.052781,1,0,1
2261,0.13314,1,0,0
2262,-0.063682,0,0,0
2263,-0.945411,0,1,0
2264,0.429327,1,1,0
2265,1.201541,0,0,0
2266,-0.951035,0,0,0
2267,-0.38822,0,1,0
2268,-1.471536,1,0,0
2269,0.322983,1,1,1
2270,-0.865879,0,0,0
2271,-0.391788,0,1,1
2272,-1.319469,0,1,0
2273,-0.298324,1,1,1
2274,1.234242,1,1,1
2275,0.269059,1,1,1
2276,0.406127,1,1,1
2277,0.197947,1,0,0
2278,-0.357279,1,0,0
2279,-0.567206,1,1,1
2280,2.300535,0,1,1
2281,0.32912,0,0,0
2282,-1.640441,0,0,0
2283,-0.532232,0,0,0
2284,-0.688667,0,1,0
2285,-1.060098,1,1,0
2286,1.388959,0,1,1
2287,-1.236502,0,0,0
2288,-0.862428,0,0,0
2289,0.077905,0,1,0
2290,0.071682,1,0,0
2291,-1.285473,0,0,0
2292,0.097463,1,0,0
2293,-0.437781,0,1,0
2294,-1.083391,1,0,1
2295,-0.575282,1,1,1
2296,-0.724397,0,0,0
2297,-0.285447,1,0,0
2298,0.042219,0,0,0
2299,-0.180923,1,0,0
2300,0.681236,0,0,0
2301,0.606461,1,0,0
2302,-0.019111,1,0,0
2303,0.568252,1,1,0
2304,-1.330945,0,1,1
2305,-0.200023,0,0,0
2306,-0.854839,0,0,0
2307,0.680187,1,1,1
2308,0.534594,0,1,0
2309,-0.973995,1,1,1
2310,0.741934,1,1,0
2311,0.170587,1,1,1
2312,0.677826,1,0,1
2313,0.297931,1,0,1
2314,-0.148823,1,0,1
2315,-1.284475,0,1,0
2316,-1.595591,0,0,0
2317,-0.92474,1,0,0
2318,-0.431172,0,0,0
2319,-0.198492,0,1,0
2320,-0.091508,0,1,0
2321,0.807659,1,0,0
2322,0.578252,1,1,1
2323,0.36089,1,0,0
2324,-0.725927,1,0,0
2325,1.266997,1,1,0
2326,0.522287,1,0,0
2327,-2.487716,0,0,0
2328,0.953219,0,1,0
2329,-0.421655,1,1,0
2330,-2.11347,0,0,0
2331,-0.658516,0,0,0
2332,0.053859,0,1,1
2333,-0.319523,0,0,0
2334,1.917265,1,0,0
2335,1.007378,0,1,1
2336,-0.185841,0,0,0
2337,0.320415,0,0,0
2338,-0.813285,1,0,0
2339,0.800994,0,1,1
2340,0.421545,0,0,0
2341,-0.357983,0,0,0
2342,-1.512119,1,1,1
2343,0.257333,0,1,0
2344,2.003055,0,0,0
2345,-1.481947,1,0,1
2346,-0.335114,1,1,1
2347,-1.402858,0,1,0
2348,0.122818,1,1,1
2349,0.07667,1,1,1
2350,0.027027,1,1,0
2351,0.157785,1,1,1
2352,0.892527,1,1,1
2353,0.871572,1,1,1
2354,-1.081334,1,0,0
2355,-0.06153,1,1,0
2356,-0.725103,0,0,0
2357,-1.485222,1,0,0
2358,-0.183342,0,0,0
2359,0.184385,0,0,0
2360,0.090201,1,1,1
2361,0.413108,1,1,1
2362,-0.854477,0,0,0
2363,1.348667,1,1,0
2364,0.942035,1,1,0
2365,0.794017,1,1,1
2366,0.258816,1,0,0
2367,0.585031,1,1,0
2368,1.589059,1,0,0
2369,0.926693,1,0,0
2370,1.063239,1,0,1
2371,0.348544,1,1,0
2372,-1.05215,1,1,0
2373,0.485488,0,0,1
2374,0.496898,1,0,0
2375,0.461685,1,1,1
2376,0.321591,0,0,0
2377,-1.077068,0,0,0
2378,0.389226,0,1,0
2379,0.134411,0,0,0
2380,0.264258,0,0,0
2381,-0.853074,0,0,0
2382,0.513696,0,0,0
2383,-0.157393,1,0,0
2384,0.216563,0,1,0
2385,-0.425463,1,1,1
2386,-0.81255,0,1,0
2387,-0.638432,0,0,0
2388,1.056163,0,1,1
2389,0.917035,1,0,0
2390,-0.146616,0,1,0
2391,0.266241,0,0,0
2392,0.388577,1,0,0
2393,2.002087,0,0,1
2394,-0.236441,1,0,0
2395,0.716572,1,0,0
2396,1.409606,1,1,1
2397,0.20063,0,0,0
2398,-0.168335,0,0,0
2399,0.812423,1,1,1
2400,-1.569668,0,0,0
2401,0.422542,1,1,0
2402,-0.656904,0,0,0
2403,0.023189,1,0,0
2404,-2.256526,1,0,0
2405,0.294461,0,0,0
2406,1.014616,1,1,1
2407,0.591356,1,0,0
2408,-0.032907,1,1,1
2409,-1.138583,1,1,0
2410,-0.246052,0,0,0
2411,-1.631898,0,0,0
2412,0.875837,1,1,1
2413,-1.429184,0,1,0
2414,-1.424946,0,0,0
2415,-0.369532,1,0,0
2416,-0.259909,1,1,1
2417,1.103552,0,0,0
2418,1.100615,0,1,0
2419,0.892911,0,1,0
2420,0.965363,1,1,1
2421,-2.865283,0,0,0
2422,-0.733618,1,0,0
2423,-0.608886,1,1,1
2424,-0.230104,0,0,0
2425,1.372593,1,0,0
2426,-0.136919,1,1,0
2427,0.020134,0,0,0
2428,0.090653,0,1,1
2429,-0.932319,0,0,1
2430,-1.020675,1,1,1
2431,1.875671,1,0,0
2432,1.132596,1,1,1
2433,-1.346078,1,1,0
2434,-0.065554,1,1,1
2435,0.725011,0,0,0
2436,0.742702,0,1,0
2437,1.203326,1,1,1
2438,-0.727168,0,0,0
2439,-0.472585,1,1,1
2440,-0.528674,1,1,0
2441,1.637789,0,0,0
2442,-0.074244,1,1,1
2443,0.358724,0,0,1
2444,-0.150527,1,0,0
2445,-0.270345,0,1,0
2446,-0.857948,0,0,0
2447,-0.176702,1,0,0
2448,-0.469121,0,0,0
2449,-0.517857,0,0,0
2450,-0.816501,0,0,0
2451,-1.427588,0,0,0
2452,-0.666504,1,0,0
2453,-0.185303,0,1,0
2454,-0.997926,0,0,0
2455,0.100706,0,0,0
2456,1.434603,0,0,1
2457,-0.020151,0,0,0
2458,0.790744,1,1,1
2459,1.817597,1,1,1
2460,-1.712695,0,0,1
2461,-0.094059,1,1,1
2462,1.219961,1,1,1
2463,2.841661,0,0,0
2464,-1.101015,0,0,0
2465,0.503296,1,1,1
2466,-0.121196,0,1,1
2467,-0.230245,1,1,1
2468,-1.752983,0,1,0
2469,0.332307,0,0,0
2470,0.102478,0,0,0
2471,-0.383334,0,0,0
2472,-0.198316,0,0,1
2473,-2.734453,0,0,0
2474,-0.675536,0,0,0
2475,-0.611868,1,1,0
2476,0.567001,0,1,1
2477,-0.511651,0,0,0
2478,0.240213,0,0,0
2479,-0.734207,0,0,0
2480,1.463833,1,1,0
2481,0.190601,1,0,0
2482,0.395792,1,1,1
2483,1.019212,0,0,0
2484,0.10076,0,0,1
2485,1.344558,1,0,0
2486,0.131778,0,1,1
2487,0.316782,0,0,0
2488,0.737075,1,1,1
2489,-1.058925,0,0,0
2490,-0.655167,0,0,0
2491,0.894781,0,1,0
2492,0.370757,0,0,0
2493,0.699653,0,1,1
2494,0.109698,0,1,0
2495,-1.694503,0,1,1
2496,0.231916,1,1,0
2497,0.543308,1,1,1
2498,1.791565,1,1,1
2499,3.068382,1,0,1
2500,-0.095653,0,0,0
2501,1.83645,1,1,1
2502,-0.9113,1,1,0
2503,0.734031,1,0,0
2504,0.035843,1,0,0
2505,0.95285,1,1,1
2506,0.570619,0,0,1
2507,1.482902,0,0,0
2508,-0.984608,0,0,0
2509,-0.350479,1,1,1
2510,0.111225,0,0,1
2511,0.368051,1,1,1
2512,2.26483,1,1,1
2513,-0.127209,0,1,1
2514,-3.479552,0,0,0
2515,0.716882,1,1,0
2516,-0.175815,1,0,0
2517,0.756857,1,1,1
2518,0.123228,0,0,0
2519,0.076387,1,0,0
2520,-1.132401,0,1,1
2521,0.613749,1,1,1
2522,0.909652,1,0,1
2523,-0.792904,0,0,0
2524,2.361726,0,0,1
2525,0.719719,1,0,0
2526,0.686107,1,1,0
2527,-0.06525,1,1,0
2528,-0.163913,1,0,1
2529,0.469132,1,1,1
2530,0.465977,0,1,1
2531,0.718689,1,0,1
2532,-1.004602,0,0,0
2533,2.477055,0,1,1
2534,-0.58009,0,0,1
2535,-0.467645,0,0,0
2536,0.134662,1,0,0
2537,1.183287,1,1,1
2538,-0.66808,0,0,0
2539,2.30585,0,0,1
2540,0.626447,1,0,0
2541,-0.724852,0,0,0
2542,2.489165,1,1,1
2543,-0.655363,1,1,0
2544,1.235708,1,1,1
2545,0.671981,0,1,0
2546,-0.171815,1,1,1
2547,1.17506,0,1,1
2548,-0.601303,0,1,1
2549,-0.029945,0,1,0
2550,1.194486,0,1,0
2551,-2.395928,0,0,0
2552,1.241041,0,1,0
2553,-1.037764,1,0,0
2554,0.47627,1,1,0
2555,0.996681,0,1,0
2556,0.163386,0,0,0
2557,-0.096733,0,1,0
2558,-1.55888,0,0,0
2559,0.777456,0,0,1
2560,0.142531,1,1,1
2561,-0.963323,0,0,0
2562,-0.418625,1,1,1
2563,1.113089,1,1,1
2564,0.007103,0,1,0
2565,-0.044646,0,1,1
2566,-0.422903,0,1,1
2567,0.242035,1,1,1
2568,0.349259,1,1,0
2569,1.575169,1,0,0
2570,0.012078,0,0,1
2571,2.079259,0,0,1
2572,1.211405,1,1,1
2573,-1.18059,0,1,0
2574,0.053909,1,0,1
2575,-0.959879,1,1,1
2576,0.701087,0,1,0
2577,0.890814,0,1,0
2578,-0.857269,1,1,0
2579,-1.187761,0,0,0
2580,0.288636,0,1,0
2581,-0.855682,0,0,1
2582,-1.207677,0,1,0
2583,-0.577464,1,0,0
2584,-2.058783,1,0,0
2585,0.295601,1,1,0
2586,1.219365,1,1,1
2587,-0.576658,0,1,1
2588,1.253096,0,0,0
2589,0.272654,1,1,0
2590,-0.648538,0,0,0
2591,0.667904,0,1,1
2592,-1.229606,0,1,0
2593,0.972533,0,0,0
2594,-1.191862,1,0,0
2595,0.178362,0,1,0
2596,0.191757,1,1,1
2597,0.053555,0,0,0
2598,0.2588,0,0,0
2599,-2.399909,0,0,0
2600,-1.341988,0,1,0
2601,1.032843,1,1,1
2602,-1.155009,0,0,0
2603,-0.171872,0,0,0
2604,0.203966,1,1,1
2605,-1.667281,0,0,0
2606,-0.171229,1,1,0
2607,-0.897392,0,1,0
2608,-1.119622,0,0,0
2609,0.380853,0,0,0
2610,-0.104533,0,1,0
2611,-1.402623,0,0,0
2612,0.758346,0,0,0
2613,0.517516,0,0,1
2614,-0.396102,0,0,0
2615,-1.671676,1,1,0
2616,-0.135501,1,1,0
2617,-1.646567,0,0,0
2618,-2.111835,0,0,0
2619,-1.015871,0,0,0
2620,0.115683,1,0,0
2621,0.19388,1,0,1
2622,-0.253209,0,0,0
2623,1.822489,1,1,1
2624,0.485864,0,1,0
2625,-0.448978,0,0,0
2626,-1.48945,0,0,0
2627,-0.159501,1,1,0
2628,-1.027148,1,0,0
2629,-0.775764,1,0,0
2630,1.816901,1,1,0
2631,-1.840701,0,0,0
2632,-1.300425,0,0,0
2633,-0.904365,0,1,0
2634,0.395445,1,0,1
2635,-2.474836,0,0,0
2636,0.313379,1,1,1
2637,-1.603238,0,0,0
2638,-0.598944,0,1,1
2639,-0.981945,0,0,0
2640,0.142638,0,0,0
2641,-0.664043,1,0,0
2642,1.490027,1,1,1
2643,0.38463,0,0,0
2644,-0.089042,1,0,0
2645,1.020933,1,0,0
2646,0.018745,0,1,0
2647,-0.423614,1,1,0
2648,1.352068,0,0,0
2649,-0.566794,1,1,1
2650,0.02676,1,0,0
2651,0.717041,1,0,0
2652,-0.734903,0,0,0
2653,2.097719,1,0,0
2654,-1.368376,0,1,0
2655,2.165401,1,1,0
2656,1.683598,1,1,1
2657,-1.959125,0,1,0
2658,-1.232197,0,1,0
2659,1.255299,1,0,1
2660,-0.49413,0,0,0
2661,0.047093,1,1,1
2662,-0.378256,0,1,0
2663,-1.21171,0,0,0
2664,-0.814752,1,1,0
2665,-0.261199,0,0,0
2666,0.2185,1,0,1
2667,0.203149,0,1,1
2668,-1.683762,0,0,0
2669,-0.267821,1,0,0
2670,-1.610659,0,0,0
2671,-0.826702,0,0,0
2672,1.919231,1,0,1
2673,-0.757695,0,0,0
2674,2.062629,1,0,0
2675,-0.241454,0,1,0
2676,-1.090146,1,1,1
2677,-1.214682,0,0,1
2678,-1.527546,0,0,0
2679,-1.717277,0,0,0
2680,-0.618363,0,0,0
2681,0.01169,1,1,0
2682,1.098593,0,1,1
2683,0.047885,0,0,0
2684,2.285353,0,1,1
2685,0.707418,0,0,0
2686,-0.607935,0,0,0
2687,-0.760958,1,0,0
2688,-0.339839,1,0,0
2689,1.664123,0,0,1
2690,1.15805,1,0,1
2691,-0.317971,1,0,1
2692,1.918038,1,1,1
2693,-0.353951,0,0,0
2694,-0.652791,0,1,1
2695,-0.547117,0,0,0
2696,1.288669,1,1,1
2697,-0.971239,0,1,1
2698,0.479079,0,0,1
2699,1.548663,1,0,1
2700,-0.471374,0,0,1
2701,-1.68152,0,0,0
2702,0.465001,1,0,0
2703,-0.095492,0,0,0
2704,0.353491,1,0,1
2705,-0.421005,0,1,0
2706,1.386209,1,1,0
2707,-0.771212,1,0,0
2708,-1.100212,0,0,1
2709,-0.502533,0,1,1
2710,0.14171,1,1,1
2711,0.10665,0,0,0
2712,-0.135074,0,0,0
2713,0.230198,0,0,0
2714,0.567287,0,0,0
2715,-0.050222,0,1,0
2716,-0.913151,0,1,0
2717,0.85751,0,1,0
2718,0.013662,1,1,1
2719,-0.549975,1,1,0
2720,-0.713562,1,1,0
2721,0.814192,0,1,1
2722,0.927397,1,1,0
2723,1.669927,0,0,0
2724,-0.228559,1,1,0
2725,-0.833305,0,1,1
2726,1.693837,1,1,1
2727,0.244051,0,0,0
2728,-0.122727,0,0,0
2729,-1.320855,0,0,1
2730,0.009548,0,0,0
2731,1.671437,1,1,1
2732,1.342683,1,0,0
2733,-1.346797,0,1,1
2734,-0.878964,0,0,0
2735,1.18726,0,1,0
2736,-0.38046,1,0,0
2737,1.258391,0,1,1
2738,0.378067,0,1,0
2739,0.06596,1,1,0
2740,-1.45152,1,1,0
2741,1.624535,1,1,1
2742,-0.638876,1,0,0
2743,-0.583127,1,0,0
2744,-0.26162,0,0,0
2745,-0.633185,0,1,0
2746,0.880542,1,1,1
2747,-0.960719,0,0,0
2748,-1.72295,1,0,0
2749,0.593227,0,1,1
2750,-2.031306,0,0,0
2751,-0.073609,0,0,0
2752,-1.510115,0,1,1
2753,0.449543,1,0,0
2754,1.07447,0,1,0
2755,-0.377229,0,1,0
2756,-2.155065,1,1,1
2757,-0.433078,1,1,0
2758,-1.742585,0,0,0
2759,0.259143,1,1,0
2760,0.065825,0,0,0
2761,0.547328,1,1,0
2762,0.091135,1,1,0
2763,0.119802,1,0,0
2764,0.463827,1,1,1
2765,1.347482,1,1,1
2766,0.729165,1,1,0
2767,1.546516,0,1,1
2768,-1.097349,1,1,1
2769,0.284882,1,1,1
2770,-0.37836,1,1,1
2771,-0.447736,1,1,1
2772,-0.571504,0,0,1
2773,0.433862,0,1,0
2774,-0.585057,0,1,0
2775,-0.110592,1,0,1
2776,0.03236,1,1,0
2777,0.837724,1,0,1
2778,-1.1409,1,1,0
2779,0.234081,0,0,1
2780,-2.543578,0,0,0
2781,1.513815,0,1,1
2782,0.079756,1,0,1
2783,-1.182838,0,0,0
2784,0.099076,1,0,0
2785,1.263017,0,1,0
2786,-0.046001,0,1,1
2787,-1.102227,0,0,0
2788,-1.311407,1,1,0
2789,-1.086318,0,1,1
2790,1.310712,0,1,0
2791,-0.532653,0,0,0
2792,-1.18589,0,1,0
2793,0.033134,1,0,0
2794,-0.63118,1,1,1
2795,-0.036857,1,0,1
2796,-0.485322,1,1,1
2797,-0.142472,0,0,0
2798,0.111431,0,0,0
2799,-0.524975,0,0,0
2800,0.618103,0,0,1
2801,0.047829,0,0,1
2802,0.188542,1,0,0
2803,0.040365,0,0,0
2804,-0.772036,1,1,1
2805,1.043955,0,1,0
2806,-0.363727,0,0,0
2807,0.28266,1,1,1
2808,0.031309,1,1,1
2809,-1.014801,0,0,0
2810,-0.566972,1,1,1
2811,-0.193313,1,0,1
2812,0.916104,0,0,0
2813,1.058855,1,0,0
2814,1.116152,0,0,0
2815,-0.357615,1,1,1
2816,1.25875,1,0,0
2817,-1.072601,0,1,0
2818,0.072123,1,1,1
2819,1.757376,1,1,0
2820,2.315882,1,0,0
2821,-0.272144,0,0,1
2822,0.386201,0,0,1
2823,-0.814285,1,1,1
2824,0.748965,1,1,1
2825,-2.714601,0,1,0
2826,0.15526,1,1,1
2827,-2.26029,1,0,0
2828,-1.095677,1,0,0
2829,1.035843,0,0,0
2830,0.939338,0,1,1
2831,-0.624825,1,1,1
2832,0.274071,0,1,1
2833,1.397513,0,0,0
2834,-0.47494,1,1,0
2835,0.089911,0,0,0
2836,0.956249,0,0,0
2837,1.209187,1,0,1
2838,-1.213621,0,0,0
2839,-0.446524,0,1,0
2840,-0.66781,0,0,1
2841,0.958604,1,1,0
2842,-0.233456,0,0,0
2843,0.028332,1,1,1
2844,-0.437117,1,1,1
2845,-0.549673,1,1,0
2846,0.436617,0,1,0
2847,-1.123066,0,0,0
2848,-2.88102,0,1,0
2849,1.236656,1,0,0
2850,0.142303,1,1,0
2851,-0.028418,0,0,1
2852,-0.137796,0,0,0
2853,-0.941136,1,1,1
2854,0.880572,1,1,0
2855,0.390891,0,0,0
2856,-1.734866,0,1,0
2857,-2.418131,1,0,0
2858,-1.901541,0,1,0
2859,-0.191959,0,0,1
2860,0.276217,0,1,0
2861,0.993303,1,0,1
2862,0.89739,1,1,0
2863,-0.449183,0,1,0
2864,-0.40983,0,0,0
2865,-1.297382,0,0,0
2866,-0.232401,1,1,1
2867,0.175083,1,1,1
2868,-0.140973,0,0,0
2869,0.937928,1,1,0
2870,0.133169,0,0,1
2871,-0.049129,0,0,0
2872,2.020744,1,1,1
2873,0.169105,1,0,0
2874,1.158444,0,1,1
2875,-0.697992,0,1,1
2876,-0.243032,1,0,0
2877,1.357082,1,1,0
2878,-0.854055,0,1,0
2879,1.779761,1,1,1
2880,-0.012688,0,1,0
2881,1.423425,1,0,0
2882,-1.952121,0,0,0
2883,-0.51414,1,1,1
2884,-0.322541,0,0,0
2885,0.170923,0,1,0
2886,-0.346057,0,0,0
2887,-0.783207,1,0,0
2888,1.410364,1,0,0
2889,1.458844,1,1,1
2890,-0.007656,0,0,0
2891,-0.874615,1,1,0
2892,-1.441048,0,0,0
2893,-0.362966,0,1,0
2894,-0.065846,1,1,1
2895,0.031446,0,0,0
2896,0.139803,0,1,1
2897,-0.013902,0,0,1
2898,-0.879201,0,0,0
2899,0.655091,1,1,0
2900,-1.212046,0,0,1
2901,0.737921,0,1,0
2902,0.552357,1,1,1
2903,-0.051252,0,0,0
2904,-0.641679,1,1,0
2905,2.220606,1,0,0
2906,1.151036,1,1,1
2907,-0.995342,0,0,0
2908,-0.6134,0,1,0
2909,-0.376436,1,1,0
2910,0.097271,1,0,0
2911,-0.146757,1,0,0
2912,0.499623,1,0,0
2913,1.446337,1,1,1
2914,-1.507525,0,0,0
2915,0.969879,1,1,1
2916,1.240411,1,1,0
2917,-1.973535,0,0,0
2918,-0.644958,0,0,0
2919,1.248975,1,1,1
2920,1.34843,0,0,0
2921,-0.605531,0,1,0
2922,-0.092988,0,0,0
2923,0.568268,1,1,1
2924,-0.804789,0,0,0
2925,0.887078,0,0,0
2926,2.348429,0,1,1
2927,0.464357,0,1,1
2928,-0.809073,1,0,0
2929,-0.632558,0,0,0
2930,0.138634,1,1,0
2931,0.478147,1,0,0
2932,2.103301,1,1,1
2933,0.209641,1,0,0
2934,-0.887993,1,1,0
2935,1.496791,1,1,1
2936,0.086298,1,1,1
2937,0.542856,1,0,0
2938,-0.660555,1,1,0
2939,1.760498,1,1,1
2940,-1.215797,0,0,0
2941,0.190962,0,0,0
2942,2.193097,1,1,1
2943,-0.611117,1,0,0
2944,1.609602,1,1,0
2945,-1.277536,0,0,0
2946,0.399579,1,0,1
2947,-0.044826,0,0,1
2948,-0.184817,1,0,0
2949,1.338311,1,1,1
2950,-0.626476,0,0,0
2951,0.574982,0,0,0
2952,0.365334,1,0,0
2953,0.096123,0,0,0
2954,-1.527316,0,0,0
2955,-1.14269,1,1,0
2956,0.59622,0,1,0
2957,0.270602,1,1,1
2958,-0.237675,1,1,0
2959,-0.159002,0,1,0
2960,-0.241629,1,1,1
