id,score,treated,y
1870,0.791734,1,8.979157
1871,0.771627,1,8.778446
1872,-0.761885,0,4.501569
1873,-0.7832,0,4.189823
1874,0.721198,1,9.461809
1875,-0.799765,0,4.08894
1876,-0.759269,0,1.651076
1877,0.566287,1,6.712984
1878,0.570296,1,7.985571
1879,-0.085414,0,4.047888
1880,-0.556839,0,2.609951
1881,0.386958,1,6.711687
1882,0.185386,1,7.641139
1883,-0.416191,0,5.949701
1884,-0.620175,0,2.811846
1885,-0.641146,0,2.484297
1886,-0.054967,0,4.949139
1887,-0.039668,0,2.675527
1888,-0.570134,0,2.389452
1889,-0.996746,0,1.531732
1890,-0.36555,0,4.625804
1891,0.212061,1,8.744907
1892,0.288022,1,7.818027
1893,-0.889316,0,3.157675
1894,0.376937,1,7.700278
1895,0.628096,1,7.625323
1896,0.190624,1,5.674219
1897,-0.25675,0,4.662431
1898,-0.536218,0,4.940288
1899,0.753326,1,10.888681
1900,-0.586353,0,2.886458
1901,-0.969986,0,1.849342
1902,0.372319,1,7.212252
1903,0.402854,1,8.659082
1904,-0.789054,0,0.823112
1905,-0.380837,0,4.196861
1906,0.66115,1,8.031282
1907,0.201728,1,6.640588
1908,-0.105919,0,5.305938
1909,0.5868,1,7.734072
1910,-0.904989,0,0.400058
1911,-0.943183,0,0.151732
1912,-0.345516,0,3.626593
1913,0.649275,1,7.824773
1914,-0.15886,0,5.431216
1915,0.035069,1,5.535266
1916,0.225281,1,6.22605
1917,-0.905414,0,4.453786
1918,-0.466718,0,4.789456
1919,0.419973,1,8.458937
1920,-0.360536,0,3.308526
1921,-0.456602,0,3.728462
1922,0.761044,1,8.401792
1923,0.056688,1,5.040127
1924,-0.722608,0,2.162868
1925,-0.702728,0,4.240237
1926,0.484523,1,7.262633
1927,0.310412,1,5.31186
1928,-0.417613,0,5.266282
1929,0.3189,1,8.651411
1930,0.810325,1,8.64732
1931,-0.650492,0,2.926015
1932,-0.807179,0,1.754663
1933,-0.542658,0,2.465515
1934,-0.705302,0,2.329708
1935,0.330932,1,6.42632
1936,0.028246,1,6.208198
1937,0.796238,1,8.261791
1938,0.52308,1,6.146107
1939,0.289046,1,7.752324
1940,-0.443794,0,5.462667
1941,-0.678453,0,1.755938
1942,-0.707235,0,4.357201
1943,-0.476772,0,5.016435
1944,-0.265113,0,6.6683
1945,0.159319,1,7.266323
1946,-0.010305,0,5.484482
1947,-0.968431,0,0.279694
1948,-0.463224,0,4.591782
1949,-0.682144,0,2.032394
1950,0.793899,1,9.011673
1951,-0.751828,0,2.554451
1952,-0.321041,0,4.733674
1953,0.859968,1,10.820497
1954,0.325015,1,6.968069
1955,-0.893003,0,1.219289
1956,0.95906,1,10.903097
1957,0.14568,1,8.376307
1958,0.552673,1,7.57832
1959,-0.480282,0,5.587287
1960,0.110292,1,5.604432
1961,-0.087759,0,4.620127
1962,0.462171,1,6.341711
1963,0.36238,1,7.425994
1964,0.356319,1,7.538555
1965,0.823239,1,8.589391
1966,-0.989405,0,1.247854
1967,-0.686319,0,1.877593
1968,0.951806,1,11.653498
1969,-0.293369,0,3.767188
1970,0.568064,1,9.134326
1971,-0.414595,0,4.534465
1972,0.576717,1,7.939144
1973,-0.659948,0,2.862271
1974,0.558526,1,7.419248
1975,-0.344431,0,4.784989
1976,0.737576,1,7.288264
1977,0.537889,1,9.147877
1978,0.047957,1,6.159371
1979,-0.207342,0,5.467532
1980,0.948438,1,9.917349
1981,0.414323,1,7.85991
1982,-0.482233,0,3.175894
1983,-0.252384,0,3.953406
1984,-0.02466,0,6.223995
1985,-0.996997,0,0.633593
1986,-0.573912,0,3.487934
1987,0.258333,1,5.870825
1988,0.856245,1,8.941271
1989,0.871816,1,10.141826
1990,-0.747723,0,2.048174
1991,-0.573753,0,2.910548
1992,0.916334,1,10.730775
1993,-0.309434,0,3.524035
1994,-0.000536,0,5.414405
1995,0.020231,1,7.478133
1996,0.360083,1,8.165633
1997,-0.906067,0,1.171412
1998,0.317684,1,6.137742
1999,0.006294,1,5.742363
2000,-0.494782,0,4.157112
