ward,period,intervention,y
8,3,0,58.4119
8,3,0,63.437
8,3,0,48.3081
8,3,0,48.2654
8,3,0,58.9027
8,3,0,52.8958
8,3,0,48.0461
8,3,0,55.1969
8,3,0,61.1548
8,3,0,49.2476
8,3,0,65.7998
8,3,0,40.0197
8,3,0,64.5759
8,3,0,46.4337
8,3,0,43.3549
8,3,0,55.0516
8,3,0,53.2334
8,3,0,36.3048
8,3,0,38.9931
8,3,0,53.6714
8,3,0,56.8245
8,3,0,38.3747
8,3,0,53.316
8,3,0,48.6794
8,3,0,44.5388
8,3,0,52.7105
8,3,0,41.4445
8,3,0,57.2766
8,3,0,41.0288
8,3,0,45.3023
8,3,0,44.3779
8,3,0,50.1038
8,3,0,50.9129
8,3,0,50.5258
8,3,0,50.7807
8,4,0,55.639
8,4,0,56.3082
8,4,0,45.7578
8,4,0,63.2098
8,4,0,52.0185
8,4,0,44.4608
8,4,0,49.4772
8,4,0,42.4116
8,4,0,46.7038
8,4,0,43.7244
8,4,0,58.0187
8,4,0,57.8115
8,4,0,50.6075
8,4,0,69.1304
8,4,0,55.2861
8,4,0,50.4801
8,4,0,60.2793
8,4,0,34.5615
8,4,0,50.6158
8,4,0,56.753
8,4,0,64.5945
8,4,0,41.0928
8,4,0,56.2923
8,4,0,48.9239
8,4,0,38.4527
8,4,0,54.7347
8,4,0,57.6623
8,4,0,49.5958
8,4,0,56.38
8,4,0,50.0314
8,4,0,46.3226
8,4,0,46.1886
8,4,0,47.2969
8,4,0,27.3464
8,4,0,54.3682
8,4,0,44.0077
8,4,0,37.8913
8,4,0,50.282
8,4,0,39.6044
8,4,0,50.8493
8,4,0,45.8615
8,4,0,50.1158
8,4,0,60.8707
8,4,0,49.8016
8,4,0,44.7073
8,4,0,57.7252
8,4,0,52.6875
8,4,0,36.1244
8,4,0,46.1067
8,4,0,46.0306
8,5,1,41.4489
8,5,1,54.2364
8,5,1,49.1619
8,5,1,65.2746
8,5,1,39.6572
8,5,1,47.7766
8,5,1,45.3178
8,5,1,48.8281
8,5,1,43.5273
8,5,1,43.5508
8,5,1,32.4648
8,5,1,52.9748
8,5,1,54.6242
8,5,1,38.703
8,5,1,58.8796
8,5,1,45.4474
8,5,1,56.9057
8,5,1,46.7822
8,5,1,47.6108
8,5,1,39.2463
8,5,1,71.1567
8,5,1,32.5279
8,5,1,47.9966
8,5,1,52.119
8,5,1,50.3042
8,5,1,43.0371
8,5,1,58.9221
8,5,1,43.3654
8,5,1,37.4966
8,5,1,63.0412
8,5,1,54.8425
8,5,1,49.6411
8,5,1,50.6834
8,5,1,59.3232
8,5,1,44.425
8,5,1,36.4403
8,5,1,48.9448
8,5,1,52.5695
8,5,1,54.7502
8,5,1,36.6395
8,5,1,49.194
8,5,1,55.7715
8,5,1,50.6201
8,5,1,72.4264
8,5,1,43.3739
8,5,1,53.7387
8,5,1,56.8996
8,5,1,54.2556
8,5,1,48.0796
8,5,1,42.3999
8,6,1,60.284
8,6,1,46.2591
8,6,1,49.3441
8,6,1,49.794
8,6,1,47.7676
8,6,1,62.3231
8,6,1,35.9079
8,6,1,47.3186
8,6,1,43.8125
8,6,1,48.8927
8,6,1,56.959
8,6,1,55.5867
8,6,1,50.0049
8,6,1,64.9324
8,6,1,59.2611
8,6,1,51.0487
8,6,1,41.0994
8,6,1,55.6637
8,6,1,55.4386
8,6,1,52.3504
8,6,1,51.0036
8,6,1,53.6956
8,6,1,49.8513
8,6,1,35.9866
8,6,1,43.8652
8,6,1,39.7161
8,6,1,51.8783
8,6,1,40.7941
8,6,1,46.1155
8,6,1,45.4606
8,6,1,50.4513
8,6,1,49.4366
8,6,1,51.7042
8,6,1,60.9055
8,6,1,47.6243
8,6,1,46.6851
8,6,1,58.2214
8,6,1,58.1456
8,6,1,44.4993
8,6,1,49.3113
8,6,1,50.5001
8,6,1,60.4304
8,6,1,52.3002
8,6,1,43.2067
8,6,1,55.1924
8,6,1,57.0501
8,6,1,65.6205
8,6,1,45.6386
8,6,1,37.9345
8,6,1,51.4468
8,7,1,53.6492
8,7,1,62.6921
8,7,1,45.3837
8,7,1,56.4496
8,7,1,54.6695
8,7,1,61.4187
8,7,1,54.5815
8,7,1,46.6433
8,7,1,46.1821
8,7,1,45.3772
8,7,1,55.4896
8,7,1,64.6635
8,7,1,41.4164
8,7,1,50.0063
8,7,1,56.2628
8,7,1,64.5552
8,7,1,40.8696
8,7,1,57.1991
8,7,1,60.2485
8,7,1,44.2475
8,7,1,50.0601
8,7,1,52.8907
8,7,1,52.226
8,7,1,61.3849
8,7,1,60.8139
8,7,1,52.4929
8,7,1,54.0707
8,7,1,51.6216
8,7,1,43.3298
8,7,1,45.5776
8,7,1,66.3572
8,7,1,49.1568
8,7,1,45.6345
8,7,1,51.432
8,7,1,67.8606
8,7,1,50.8842
8,7,1,51.2793
8,7,1,49.4848
8,7,1,42.5345
8,7,1,63.2583
8,7,1,48.3912
8,7,1,54.2511
8,7,1,54.6982
8,7,1,46.9224
8,7,1,53.745
8,7,1,51.4374
8,7,1,50.4913
8,7,1,49.4387
8,7,1,53.6809
8,7,1,66.5189
9,1,0,52.2161
9,1,0,58.5108
9,1,0,33.8834
9,1,0,45.8527
9,1,0,38.5347
9,1,0,45.2042
9,1,0,64.2999
9,1,0,39.1983
9,1,0,49.8544
9,1,0,49.6901
9,1,0,37.2301
9,1,0,41.6234
9,1,0,44.8853
9,1,0,39.2788
9,1,0,53.6912
9,1,0,53.0559
9,1,0,34.656
9,1,0,40.0704
9,1,0,51.8582
9,1,0,50.2921
9,1,0,54.3065
9,1,0,50.5236
9,1,0,54.4474
9,1,0,58.4238
9,1,0,41.1177
9,1,0,57.3252
9,1,0,48.508
9,1,0,56.5408
9,1,0,37.8867
9,1,0,42.5552
9,1,0,43.595
9,1,0,47.7034
9,1,0,44.7274
9,1,0,54.3064
9,1,0,44.5605
9,1,0,51.3273
9,1,0,40.0994
9,1,0,52.181
9,1,0,60.6011
9,1,0,41.6687
9,1,0,40.3508
9,1,0,49.0066
9,1,0,44.3268
9,1,0,52.6475
9,1,0,40.5127
9,1,0,41.9676
9,1,0,62.8699
9,1,0,31.7938
9,1,0,62.2289
9,1,0,48.8918
9,2,0,46.8736
9,2,0,65.483
9,2,0,67.3784
9,2,0,57.7252
9,2,0,43.3492
9,2,0,48.3524
9,2,0,39.263
9,2,0,43.8235
9,2,0,60.4792
9,2,0,45.8017
9,2,0,58.7539
9,2,0,47.9587
9,2,0,55.0125
9,2,0,48.5138
9,2,0,49.5953
9,2,0,39.1293
9,2,0,49.6291
9,2,0,49.2457
9,2,0,52.9658
9,2,0,38.4479
9,2,0,44.9591
9,2,0,44.2092
9,2,0,36.8722
9,2,0,50.0254
9,2,0,41.482
9,2,0,50.1303
9,2,0,34.4554
9,2,0,58.4468
9,2,0,41.4627
9,2,0,51.5869
9,2,0,57.4835
9,2,0,51.5725
9,2,0,48.2507
9,2,0,39.6621
9,2,0,57.6272
9,2,0,36.5607
9,2,0,42.0673
9,2,0,35.3646
9,2,0,33.7771
9,2,0,47.8961
9,2,0,53.1974
9,2,0,57.3194
9,2,0,52.1928
9,2,0,46.6599
9,2,0,44.5006
9,2,0,51.4116
9,2,0,44.3389
9,2,0,52.1689
9,2,0,56.6597
9,2,0,44.3812
9,3,0,58.1451
9,3,0,52.4657
9,3,0,46.3362
9,3,0,47.03
9,3,0,48.0798
9,3,0,46.9978
9,3,0,41.3226
9,3,0,60.4585
9,3,0,60.3133
9,3,0,51.661
9,3,0,59.0374
9,3,0,49.3512
9,3,0,42.57
9,3,0,53.7116
9,3,0,50.0011
9,3,0,57.5409
9,3,0,60.4015
9,3,0,51.5075
9,3,0,41.0642
9,3,0,44.912
9,3,0,59.8389
9,3,0,44.6401
9,3,0,50.8794
9,3,0,45.5006
9,3,0,43.4346
9,3,0,32.2022
9,3,0,47.1886
9,3,0,45.2216
9,3,0,46.9942
9,3,0,50.8983
9,3,0,55.7886
9,3,0,54.6344
9,3,0,53.4692
9,3,0,49.1263
9,3,0,49.7807
9,3,0,47.6749
9,3,0,35.0696
9,3,0,49.048
9,3,0,42.0307
9,3,0,50.9463
9,3,0,49.3088
9,3,0,45.3351
9,3,0,47.5081
9,3,0,54.3771
9,3,0,53.2428
9,3,0,60.5958
9,3,0,55.1031
9,3,0,32.6689
9,3,0,38.4884
9,3,0,42.8757
9,4,1,43.5243
9,4,1,55.6345
9,4,1,49.4922
9,4,1,46.6663
9,4,1,45.638
9,4,1,44.2714
9,4,1,38.5138
9,4,1,49.1371
9,4,1,41.6017
9,4,1,63.934
9,4,1,47.2861
9,4,1,52.4856
9,4,1,44.2366
9,4,1,33.5868
9,4,1,44.3229
9,4,1,48.2742
9,4,1,54.1765
9,4,1,59.7094
9,4,1,63.6861
9,4,1,39.7497
9,4,1,64.9732
9,4,1,58.9668
9,4,1,44.2445
9,4,1,51.1659
9,4,1,43.1895
9,4,1,44.133
9,4,1,46.3547
9,4,1,41.2727
9,4,1,60.9627
9,4,1,49.1227
9,4,1,54.4335
9,4,1,51.1968
9,4,1,51.1048
9,4,1,40.0987
9,4,1,55.313
9,4,1,52.2816
9,4,1,32.1809
9,4,1,48.8059
9,4,1,56.1458
9,4,1,40.5348
9,4,1,49.8868
9,4,1,53.8513
9,4,1,43.5876
9,4,1,27.6947
9,4,1,42.5954
9,4,1,47.6843
9,4,1,49.1522
9,4,1,36.1509
9,4,1,45.316
9,4,1,57.5865
9,5,1,51.9756
9,5,1,36.4293
9,5,1,40.6458
9,5,1,50.9775
9,5,1,57.7145
9,5,1,59.1649
9,5,1,49.9466
9,5,1,45.8063
9,5,1,60.2259
9,5,1,47.7658
9,5,1,42.6739
9,5,1,41.8837
9,5,1,44.635
9,5,1,62.4702
9,5,1,52.5183
9,5,1,41.3716
9,5,1,50.4053
9,5,1,55.2654
9,5,1,52.4655
9,5,1,55.2123
9,5,1,47.162
9,5,1,37.756
9,5,1,50.5783
9,5,1,65.8672
9,5,1,53.7229
9,5,1,37.4391
9,5,1,54.8673
9,5,1,48.8544
9,5,1,47.9074
9,5,1,48.9896
9,5,1,44.5603
9,5,1,52.3203
9,5,1,58.0305
9,5,1,37.0134
9,5,1,53.5982
9,5,1,42.7593
9,5,1,48.7028
9,5,1,50.9188
9,5,1,50.7604
9,5,1,48.7001
9,5,1,41.9045
9,5,1,50.1822
9,5,1,56.505
9,5,1,54.8766
9,5,1,49.6995
9,5,1,40.2942
9,5,1,50.5181
9,5,1,45.474
9,5,1,48.662
9,5,1,44.1422
9,6,1,48.6802
9,6,1,47.8653
9,6,1,43.498
9,6,1,48.8206
9,6,1,39.5582
9,6,1,50.0725
9,6,1,47.608
9,6,1,36.3135
9,6,1,53.8608
9,6,1,56.9849
9,6,1,48.8191
9,6,1,42.3433
9,6,1,48.6393
9,6,1,44.6377
9,6,1,54.4685
9,6,1,30.9428
9,6,1,44.2101
9,6,1,44.2972
9,6,1,37.7146
9,6,1,33.574
9,6,1,37.7667
9,6,1,46.6772
9,6,1,47.2166
9,6,1,59.1684
9,6,1,55.0612
9,6,1,54.5002
9,6,1,58.3351
9,6,1,50.7993
9,6,1,50.1523
9,6,1,63.8121
9,6,1,49.1808
9,6,1,60.7026
9,6,1,46.9283
9,6,1,33.2151
9,6,1,55.1958
9,6,1,36.529
9,6,1,54.264
9,6,1,40.8645
9,6,1,51.2526
9,6,1,59.206
9,6,1,59.248
9,6,1,53.2028
9,6,1,53.0451
9,6,1,36.7173
9,6,1,57.594
9,6,1,45.4005
9,6,1,42.6842
9,6,1,48.0158
9,6,1,47.4006
9,6,1,55.1607
9,7,1,40.3537
9,7,1,50.4841
9,7,1,54.4367
9,7,1,48.9788
9,7,1,48.7204
9,7,1,58.5594
9,7,1,45.8457
9,7,1,36.9961
9,7,1,58.508
9,7,1,61.0612
9,7,1,47.7121
9,7,1,41.9828
9,7,1,62.4963
9,7,1,67.6046
9,7,1,41.4891
9,7,1,41.3438
9,7,1,48.5875
9,7,1,45.714
9,7,1,33.3044
9,7,1,50.6768
9,7,1,46.1744
9,7,1,56.664
9,7,1,66.4978
9,7,1,47.8924
9,7,1,44.247
9,7,1,47.4892
9,7,1,46.5705
9,7,1,37.5172
9,7,1,55.5917
9,7,1,57.7367
9,7,1,43.4228
9,7,1,45.4644
9,7,1,42.1908
9,7,1,56.7773
9,7,1,43.3102
9,7,1,55.0055
9,7,1,49.98
9,7,1,57.5459
9,7,1,52.557
9,7,1,61.8084
9,7,1,48.9201
9,7,1,47.9662
9,7,1,57.7532
9,7,1,45.0356
9,7,1,56.4307
9,7,1,49.9637
9,7,1,42.7542
9,7,1,57.5315
9,7,1,51.1663
9,7,1,63.3384
10,1,0,42.2459
10,1,0,41.5851
10,1,0,39.7968
10,1,0,39.1283
10,1,0,50.9499
10,1,0,55.1272
10,1,0,51.4075
10,1,0,53.2999
10,1,0,54.1924
10,1,0,57.3846
10,1,0,58.9167
10,1,0,44.0046
10,1,0,45.9522
10,1,0,43.1708
10,1,0,50.3745
10,1,0,46.4343
10,1,0,46.7515
10,1,0,52.2201
10,1,0,47.924
10,1,0,45.0317
10,1,0,46.0061
10,1,0,52.9542
10,1,0,54.3114
10,1,0,49.3411
10,1,0,64.8802
10,1,0,49.1437
10,1,0,42.4603
10,1,0,34.5252
10,1,0,53.5107
10,1,0,39.5975
10,1,0,45.947
10,1,0,46.4899
10,1,0,55.9833
10,1,0,51.9392
10,1,0,51.4497
10,1,0,52.2858
10,1,0,54.3244
10,1,0,38.0633
10,1,0,55.7591
10,1,0,50.0959
10,1,0,42.3257
10,1,0,38.1793
10,1,0,31.6035
10,1,0,46.7383
10,1,0,38.6866
10,1,0,44.2727
10,1,0,54.621
10,1,0,42.5907
10,1,0,40.7081
10,1,0,42.5175
10,2,0,53.4422
10,2,0,62.9158
10,2,0,57.7833
10,2,0,59.9135
10,2,0,35.6198
10,2,0,39.7754
10,2,0,48.7655
10,2,0,39.1541
10,2,0,46.7959
10,2,0,47.8984
10,2,0,50.2174
10,2,0,43.8566
10,2,0,56.4411
10,2,0,52.5298
10,2,0,63.2825
10,2,0,55.8133
10,2,0,47.7166
10,2,0,46.6197
10,2,0,45.5251
10,2,0,47.315
10,2,0,46.5415
10,2,0,49.114
10,2,0,41.6074
10,2,0,63.5853
10,2,0,53.1715
10,2,0,57.4588
10,2,0,63.1875
10,2,0,42.1012
10,2,0,63.8606
10,2,0,40.723
10,2,0,51.0238
10,2,0,56.3957
10,2,0,49.5362
10,2,0,53.3046
10,2,0,56.7252
10,2,0,54.5041
10,2,0,40.4844
10,2,0,56.5791
10,2,0,57.6037
10,2,0,38.8144
10,2,0,42.2296
10,2,0,47.349
10,2,0,42.6079
10,2,0,37.2095
10,2,0,51.8443
10,2,0,67.2781
10,2,0,38.1958
10,2,0,42.1103
10,2,0,45.9779
10,2,0,50.6841
10,3,0,48.5864
10,3,0,51.3852
10,3,0,53.71
10,3,0,27.4596
10,3,0,51.9951
10,3,0,49.9031
10,3,0,49.4356
10,3,0,50.6358
10,3,0,56.6842
10,3,0,51.978
10,3,0,43.7679
10,3,0,55.0382
10,3,0,48.6357
10,3,0,49.0543
10,3,0,45.0694
10,3,0,45.412
10,3,0,58.5762
10,3,0,57.1112
10,3,0,64.5261
10,3,0,39.1242
10,3,0,47.7684
10,3,0,40.7246
10,3,0,47.6296
10,3,0,58.7769
10,3,0,37.9822
10,3,0,37.2588
10,3,0,66.3538
10,3,0,51.2759
10,3,0,47.0351
10,3,0,53.7745
10,3,0,49.6437
10,3,0,49.7958
10,3,0,51.4416
10,3,0,48.3474
10,3,0,40.0176
10,3,0,55.3525
10,3,0,53.0026
10,3,0,45.6005
10,3,0,41.6513
10,3,0,63.8013
10,3,0,43.404
10,3,0,48.1189
10,3,0,55.4201
10,3,0,50.9367
10,3,0,40.2241
10,3,0,61.1737
10,3,0,49.415
10,3,0,41.5731
10,3,0,37.0306
10,3,0,36.7826
10,4,0,46.5546
10,4,0,46.0804
10,4,0,46.0186
10,4,0,52.4648
10,4,0,58.7416
10,4,0,47.7563
10,4,0,47.5266
10,4,0,37.1414
10,4,0,45.5811
10,4,0,63.1301
10,4,0,51.7886
10,4,0,54.4608
10,4,0,44.7254
10,4,0,67.8315
10,4,0,59.2085
10,4,0,50.8296
10,4,0,51.6673
10,4,0,56.4509
10,4,0,46.7919
10,4,0,52.6056
10,4,0,53.1032
10,4,0,41.7541
10,4,0,76.3574
10,4,0,49.8826
10,4,0,51.0078
10,4,0,57.2473
10,4,0,49.3408
10,4,0,41.047
10,4,0,45.9294
10,4,0,42.5192
10,4,0,58.0837
10,4,0,55.7733
10,4,0,47.2122
10,4,0,42.9985
10,4,0,50.039
10,4,0,58.3824
10,4,0,39.7002
10,4,0,45.3879
10,4,0,54.8848
10,4,0,45.1944
10,4,0,52.9926
10,4,0,54.2212
10,4,0,54.1564
10,4,0,53.1289
10,4,0,50.5037
10,4,0,54.8324
10,4,0,32.125
10,4,0,43.8972
10,4,0,52.113
10,4,0,53.4603
10,5,0,57.0989
10,5,0,55.5827
10,5,0,60.6512
10,5,0,40.8801
10,5,0,41.5329
10,5,0,47.874
10,5,0,56.128
10,5,0,44.8624
10,5,0,48.0817
10,5,0,49.6935
10,5,0,42.7858
10,5,0,57.2659
10,5,0,59.8981
10,5,0,62.4371
10,5,0,72.3005
10,5,0,41.7307
10,5,0,42.514
10,5,0,56.9658
10,5,0,57.0411
10,5,0,45.036
10,5,0,59.0166
10,5,0,49.6137
10,5,0,42.1737
10,5,0,36.3983
10,5,0,53.4521
10,5,0,70.1303
10,5,0,54.1599
10,5,0,46.3324
10,5,0,43.0703
10,5,0,57.3503
10,5,0,50.8148
10,5,0,52.5585
10,5,0,57.9063
10,5,0,53.3899
10,5,0,60.6227
10,5,0,62.895
10,5,0,42.3349
10,5,0,46.5604
10,5,0,65.1256
10,5,0,46.7515
10,5,0,45.8258
10,5,0,68.7594
10,5,0,53.9771
10,5,0,57.9418
10,5,0,53.9595
10,5,0,67.2656
10,5,0,46.1007
10,5,0,54.8726
10,5,0,61.9669
10,5,0,59.3783
10,6,1,52.7119
10,6,1,46.2728
10,6,1,54.5635
10,6,1,60.3532
10,6,1,52.5172
10,6,1,46.7469
10,6,1,45.1449
10,6,1,42.3619
10,6,1,59.699
10,6,1,47.4868
10,6,1,44.3022
10,6,1,49.4319
10,6,1,46.8634
10,6,1,49.941
10,6,1,68.4138
10,6,1,52.1271
10,6,1,52.3549
10,6,1,54.4018
10,6,1,47.5157
10,6,1,37.7418
10,6,1,56.4903
10,6,1,61.5167
10,6,1,43.2602
10,6,1,36.7081
10,6,1,50.7098
10,6,1,50.2032
10,6,1,48.7616
10,6,1,46.0771
10,6,1,64.3709
10,6,1,60.5558
10,6,1,48.195
10,6,1,59.1148
10,6,1,61.3644
10,6,1,39.6996
10,6,1,44.288
10,6,1,50.027
10,6,1,50.3569
10,6,1,59.1954
10,6,1,45.3393
10,6,1,48.2228
10,6,1,63.4239
10,6,1,42.0267
10,6,1,54.2192
10,6,1,61.5476
10,6,1,38.2028
10,6,1,47.5247
10,6,1,49.1301
10,6,1,43.1496
10,6,1,52.9175
10,6,1,42.6381
10,7,1,70.4086
10,7,1,41.5665
10,7,1,61.0738
10,7,1,55.7891
10,7,1,39.8708
10,7,1,62.5174
10,7,1,51.39
10,7,1,55.5708
10,7,1,59.5529
10,7,1,42.0307
10,7,1,39.1249
10,7,1,75.9838
10,7,1,67.1254
10,7,1,57.8478
10,7,1,54.4328
10,7,1,55.8527
10,7,1,59.6427
10,7,1,58.1262
10,7,1,48.3219
10,7,1,44.6458
10,7,1,41.7402
10,7,1,40.5411
10,7,1,53.4333
10,7,1,63.3093
10,7,1,56.7054
10,7,1,52.333
10,7,1,50.4308
10,7,1,56.0914
10,7,1,49.3402
10,7,1,59.2598
10,7,1,48.3254
10,7,1,46.774
10,7,1,66.4741
10,7,1,53.5379
10,7,1,56.5788
10,7,1,38.2381
10,7,1,54.5086
10,7,1,50.9081
10,7,1,59.788
10,7,1,53.8336
10,7,1,52.623
10,7,1,56.8191
10,7,1,61.402
10,7,1,58.988
10,7,1,55.2531
10,7,1,52.6107
10,7,1,64.9857
10,7,1,49.8923
10,7,1,54.5988
10,7,1,64.2217
11,1,0,45.3315
11,1,0,54.0972
11,1,0,50.6163
11,1,0,58.8639
11,1,0,40.5224
11,1,0,46.3
11,1,0,44.2362
11,1,0,42.2364
11,1,0,34.1252
11,1,0,41.7753
11,1,0,29.6459
11,1,0,50.2691
11,1,0,49.2974
11,1,0,41.7228
11,1,0,41.9609
11,1,0,49.8399
11,1,0,55.757
11,1,0,62.1158
11,1,0,43.5822
11,1,0,51.6537
11,1,0,39.8931
11,1,0,29.0068
11,1,0,54.6172
11,1,0,42.6185
11,1,0,47.498
11,1,0,34.4385
11,1,0,51.1707
11,1,0,54.3121
11,1,0,51.8853
11,1,0,54.0564
11,1,0,54.0973
11,1,0,43.6236
11,1,0,52.0764
11,1,0,48.8985
11,1,0,41.4174
11,1,0,41.041
11,1,0,37.1587
11,1,0,47.5775
11,1,0,48.5915
11,1,0,57.9891
11,1,0,35.8157
11,1,0,50.5228
11,1,0,46.9861
11,1,0,57.5556
11,1,0,53.5525
11,1,0,44.6841
11,1,0,56.9247
11,1,0,35.1988
11,1,0,48.1105
11,1,0,44.618
11,2,1,47.1486
11,2,1,38.3164
11,2,1,44.8834
11,2,1,44.5212
11,2,1,38.2838
11,2,1,47.782
11,2,1,34.0698
11,2,1,32.6809
11,2,1,49.855
11,2,1,46.3835
11,2,1,51.3989
11,2,1,36.0494
11,2,1,45.5911
11,2,1,48.6053
11,2,1,38.596
11,2,1,47.1148
11,2,1,50.9665
11,2,1,37.5962
11,2,1,38.2277
11,2,1,51.8606
11,2,1,56.8406
11,2,1,61.397
11,2,1,39.1907
11,2,1,41.666
11,2,1,39.5465
11,2,1,39.2578
11,2,1,41.8289
11,2,1,43.9805
11,2,1,44.7377
11,2,1,29.6256
11,2,1,42.3306
11,2,1,48.2857
11,2,1,48.3575
11,2,1,54.8004
11,2,1,31.4125
11,2,1,53.343
11,2,1,42.8114
11,2,1,51.4904
11,2,1,49.2588
11,2,1,39.6836
11,2,1,42.0073
11,2,1,45.0888
11,2,1,36.0216
11,2,1,51.6529
11,2,1,48.5454
11,2,1,32.7915
11,2,1,46.239
11,2,1,42.9177
11,2,1,57.7696
11,2,1,37.28
11,3,1,44.3319
11,3,1,37.2388
11,3,1,49.5893
11,3,1,36.7263
11,3,1,49.9291
11,3,1,38.7112
11,3,1,40.2424
11,3,1,49.8061
11,3,1,46.4419
11,3,1,39.0083
11,3,1,53.6522
11,3,1,19.4565
11,3,1,38.7458
11,3,1,46.617
11,3,1,47.7111
11,3,1,50.3439
11,3,1,39.6835
11,3,1,42.0215
11,3,1,50.3406
11,3,1,48.6622
11,3,1,45.8919
11,3,1,47.8054
11,3,1,49.3613
11,3,1,51.0795
11,3,1,47.6732
11,3,1,52.5907
11,3,1,34.4917
11,3,1,36.2205
11,3,1,62.2976
11,3,1,55.009
11,3,1,29.4111
11,3,1,38.2026
11,3,1,49.7203
11,3,1,50.1909
11,3,1,36.5309
11,3,1,22.9101
11,3,1,43.1689
11,3,1,46.6186
11,3,1,49.8023
11,3,1,51.6099
11,3,1,44.4123
11,3,1,51.0335
11,3,1,44.6564
11,3,1,48.262
11,3,1,58.4975
11,3,1,47.7956
11,3,1,48.5697
11,3,1,44.5971
11,3,1,39.9187
11,3,1,37.3728
11,4,1,58.4447
11,4,1,43.7762
11,4,1,44.9362
11,4,1,39.8295
11,4,1,56.1478
11,4,1,47.4393
11,4,1,40.5041
11,4,1,63.7773
11,4,1,52.5241
11,4,1,56.4702
11,4,1,39.4617
11,4,1,38.9166
11,4,1,44.2471
11,4,1,52.2575
11,4,1,55.6442
11,4,1,41.8895
11,4,1,43.282
11,4,1,49.2221
11,4,1,34.2293
11,4,1,47.8757
11,4,1,50.9632
11,4,1,56.0148
11,4,1,56.5403
11,4,1,46.4547
11,4,1,46.7482
11,4,1,56.0685
11,4,1,44.5909
11,4,1,45.9127
11,4,1,49.6204
11,4,1,46.6355
11,4,1,41.1431
11,4,1,46.6847
11,4,1,57.5441
11,4,1,62.5163
11,4,1,64.6778
11,4,1,49.685
11,4,1,51.1466
11,4,1,49.2687
11,4,1,46.2841
11,4,1,39.7764
11,4,1,34.0736
11,4,1,45.4471
11,4,1,51.0699
11,4,1,32.6394
11,4,1,46.4869
11,4,1,59.8901
11,4,1,54.277
11,4,1,37.9361
11,4,1,50.2766
11,4,1,43.7759
11,5,1,42.2678
11,5,1,36.5122
11,5,1,47.3491
11,5,1,52.782
11,5,1,58.1747
11,5,1,47.0093
11,5,1,62.3098
11,5,1,43.0387
11,5,1,53.373
11,5,1,25.9331
11,5,1,45.4319
11,5,1,36.0971
11,5,1,48.8304
11,5,1,47.9164
11,5,1,39.3379
11,5,1,45.4327
11,5,1,49.2526
11,5,1,47.3377
11,5,1,50.0604
11,5,1,34.3655
11,5,1,55.93
11,5,1,46.0031
11,5,1,51.1086
11,5,1,50.3122
11,5,1,57.6091
11,5,1,46.3132
11,5,1,47.0258
11,5,1,45.9586
11,5,1,40.4569
11,5,1,35.8838
11,5,1,36.0616
11,5,1,63.7034
11,5,1,36.7807
11,5,1,64.0554
11,5,1,52.1685
11,5,1,40.1814
11,5,1,46.0653
11,5,1,42.1515
11,5,1,56.1038
11,5,1,50.3303
11,5,1,36.8357
11,5,1,41.8908
11,5,1,44.6753
11,5,1,52.1349
11,5,1,46.8655
11,5,1,44.6636
11,5,1,51.6847
11,5,1,51.5651
11,5,1,55.0167
11,5,1,37.1021
11,6,1,63.2552
11,6,1,42.7533
11,6,1,41.466
11,6,1,40.359
11,6,1,48.9425
11,6,1,48.1575
11,6,1,42.2519
11,6,1,41.901
11,6,1,57.8342
11,6,1,42.6076
11,6,1,41.9237
11,6,1,43.4611
11,6,1,54.5013
11,6,1,55.8042
11,6,1,51.2334
11,6,1,54.6795
11,6,1,44.3175
11,6,1,50.3929
11,6,1,50.041
11,6,1,41.3899
11,6,1,39.719
11,6,1,39.0481
11,6,1,54.3371
11,6,1,53.1939
11,6,1,60.4353
11,6,1,61.2775
11,6,1,48.8296
11,6,1,58.4864
11,6,1,61.1404
11,6,1,58.528
11,6,1,49.9568
11,6,1,53.2456
11,6,1,61.5619
11,6,1,44.6559
11,6,1,33.6125
11,6,1,53.5928
11,6,1,47.7941
11,6,1,40.1376
11,6,1,50.7414
11,6,1,55.3522
11,6,1,47.0634
11,6,1,42.3019
11,6,1,53.0624
11,6,1,58.5206
11,6,1,41.1699
11,6,1,54.356
11,6,1,59.2585
11,6,1,51.8539
11,6,1,48.3166
11,6,1,51.6952
11,7,1,57.0501
11,7,1,35.8003
11,7,1,54.5466
11,7,1,53.3426
11,7,1,43.8643
11,7,1,53.7793
11,7,1,54.4105
11,7,1,50.9936
11,7,1,51.5031
11,7,1,43.2276
11,7,1,49.6908
11,7,1,59.0041
11,7,1,41.1343
11,7,1,66.8201
11,7,1,50.336
11,7,1,58.0523
11,7,1,54.8417
11,7,1,52.1194
11,7,1,38.4581
11,7,1,45.1406
11,7,1,43.9868
11,7,1,49.3785
11,7,1,51.5052
11,7,1,36.2404
11,7,1,58.5019
11,7,1,40.8842
11,7,1,45.8406
11,7,1,44.4211
11,7,1,52.4234
11,7,1,47.8708
11,7,1,37.9023
11,7,1,56.1602
11,7,1,43.3217
11,7,1,38.0279
11,7,1,52.8214
11,7,1,51.8896
11,7,1,53.5674
11,7,1,57.1222
11,7,1,45.6642
11,7,1,53.9226
11,7,1,40.0715
11,7,1,43.9543
11,7,1,52.4622
11,7,1,39.7231
11,7,1,56.411
11,7,1,53.8708
11,7,1,52.9213
